time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-12-20T13:57:07.830Z,33.5118333,-116.7956667,4.31,0.92,ml,29,58,0.003949,0.23,ci,ci38400744,2018-12-20T14:22:30.503Z,"10km NE of Aguanga, CA",earthquake,0.35,0.55,0.151,9,reviewed,ci,ci
2018-12-20T13:56:05.180Z,33.4951667,-116.8048333,2.84,2.52,ml,112,19,0.01756,0.21,ci,ci38400736,2018-12-20T20:36:06.689Z,"8km NE of Aguanga, CA",earthquake,0.11,0.35,0.15,136,reviewed,ci,ci
2018-12-20T13:47:53.861Z,39.1034,-119.7315,9.1,0.4,ml,6,133.56,0.055,0.0861,nn,nn00670980,2018-12-20T15:34:49.439Z,"4km ENE of Indian Hills, Nevada",earthquake,,3.1,0,1,reviewed,nn,nn
2018-12-20T13:46:05.310Z,46.8706667,-112.5276667,14.19,1.24,ml,9,102,0.122,0.1,mb,mb80329374,2018-12-20T20:27:06.990Z,"15km SE of Lincoln, Montana",earthquake,0.37,0.67,0.059,2,reviewed,mb,mb
2018-12-20T13:45:32.847Z,39.1142,-119.7285,9.4,1.1,ml,14,121.17,0.044,0.1935,nn,nn00670979,2018-12-20T15:34:48.494Z,"5km ENE of Indian Hills, Nevada",earthquake,,1.8,0.34,7,reviewed,nn,nn
2018-12-20T13:44:45.603Z,39.1065,-119.731,7.6,0.7,ml,7,132.37,0.052,0.0822,nn,nn00670978,2018-12-20T15:28:36.759Z,"5km ENE of Indian Hills, Nevada",earthquake,,2.7,0.35,2,reviewed,nn,nn
2018-12-20T13:43:06.171Z,39.1246,-119.7174,11.1,0.2,ml,3,184.79,0.098,0.0658,nn,nn00670977,2018-12-20T15:28:35.100Z,"6km SE of Carson City, Nevada",earthquake,,6.2,0.03,2,reviewed,nn,nn
2018-12-20T13:42:50.430Z,34.1688333,-117.354,6.39,0.76,ml,28,86,0.03852,0.17,ci,ci38400712,2018-12-20T17:42:05.490Z,"2km NNW of Muscoy, CA",earthquake,0.24,0.48,0.229,6,reviewed,ci,ci
2018-12-20T13:41:09.686Z,39.1038,-119.727,9.4,0.4,ml,3,164.66,0.1,0.0103,nn,nn00670976,2018-12-20T15:25:29.815Z,"5km ENE of Indian Hills, Nevada",earthquake,,5.9,0,1,reviewed,nn,nn
2018-12-20T13:38:33.920Z,39.1039,-119.7256,9.7,0.1,ml,3,164.97,0.099,0.0223,nn,nn00670974,2018-12-20T15:22:24.480Z,"5km ENE of Indian Hills, Nevada",earthquake,,9.1,0,1,reviewed,nn,nn
2018-12-20T13:37:57.840Z,37.5221672,-118.4293365,8.38,1.49,md,11,201,0.02814,0.03,nc,nc73124616,2018-12-20T14:27:04.763Z,"15km N of Dixon Lane-Meadow Creek, CA",earthquake,1.01,1.07,0.27,6,automatic,nc,nc
2018-12-20T13:37:45.565Z,39.1162,-119.726,7.6,0.8,ml,16,81.63,0.042,0.1892,nn,nn00670973,2018-12-20T15:19:19.495Z,"6km SE of Carson City, Nevada",earthquake,,2.1,0.55,5,reviewed,nn,nn
2018-12-20T13:35:55.517Z,39.0994,-119.7356,10.4,0.2,ml,4,159.46,0.106,0.0812,nn,nn00670972,2018-12-20T15:13:07.561Z,"4km ENE of Indian Hills, Nevada",earthquake,,5.7,0.01,2,reviewed,nn,nn
2018-12-20T13:30:45.556Z,39.1141,-119.7309,7.7,3.1,ml,31,57.81,0.045,0.2278,nn,nn00670948,2018-12-20T21:27:21.422Z,"5km ENE of Indian Hills, Nevada",earthquake,,1,0.35,14,reviewed,nn,nn
2018-12-20T13:29:46.600Z,34.2375,-117.471,13.38,0.71,ml,9,103,0.01011,0.09,ci,ci38400704,2018-12-20T19:31:06.660Z,"4km SE of Lytle Creek, CA",earthquake,0.44,0.73,0.096,5,reviewed,ci,ci
2018-12-20T13:24:02.115Z,39.1166,-119.7284,8.5,3.6,ml,33,39.33,0.042,0.2236,nn,nn00670931,2018-12-20T21:09:45.232Z,"6km SE of Carson City, Nevada",earthquake,,1,0.24,14,reviewed,nn,nn
2018-12-20T13:15:48.838Z,61.5136,-149.8851,37.1,1.4,ml,,,,0.46,ak,ak20523842,2018-12-20T13:19:17.427Z,"3km ESE of Big Lake, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-12-20T13:07:13.501Z,61.5124,-149.929,34.3,1.8,ml,,,,0.77,ak,ak20523841,2018-12-20T13:10:35.336Z,"1km SE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T13:05:39.798Z,61.3541,-150.0328,37.6,2.1,ml,,,,0.81,ak,ak20523839,2018-12-20T13:10:35.033Z,"16km NNW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-20T12:58:31.247Z,61.4858,-149.92,8.2,1.2,ml,,,,1.34,ak,ak20523838,2018-12-20T13:01:42.675Z,"4km SSE of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-12-20T12:55:28.920Z,39.2396667,-111.4565,1.57,1.59,md,8,111,0.1023,0.21,uu,uu60307662,2018-12-20T17:35:16.220Z,"15km ESE of Manti, Utah",earthquake,0.83,14.33,0.408,4,reviewed,uu,uu
2018-12-20T12:53:57.418Z,61.4698,-149.9372,33.7,1.7,ml,,,,0.44,ak,ak20523837,2018-12-20T12:57:31.609Z,"5km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T12:49:22.930Z,39.2456667,-111.475,4.84,3.12,ml,38,26,0.08897,0.21,uu,uu60307652,2018-12-20T16:10:24.744Z,"14km E of Manti, Utah",earthquake,0.35,0.77,0.136,22,reviewed,uu,uu
2018-12-20T12:42:43.528Z,61.5099,-149.9012,33.8,1.9,ml,,,,0.62,ak,ak20523834,2018-12-20T12:50:49.951Z,"3km ESE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T12:37:08.963Z,62.9661,-151.0397,116.2,1.8,ml,,,,0.3,ak,ak20523832,2018-12-20T12:41:47.272Z,"86km NNW of Talkeetna, Alaska",earthquake,,1.8,,,automatic,ak,ak
2018-12-20T12:28:36.236Z,61.5546,-152.6411,11.6,1.7,ml,,,,1.28,ak,ak20523828,2018-12-20T12:32:35.236Z,"119km N of Redoubt Volcano, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T12:15:51.463Z,61.4001,-150.0782,36.2,1.6,ml,,,,0.64,ak,ak20523825,2018-12-20T12:19:22.260Z,"15km SSW of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-12-20T12:05:16.476Z,61.3563,-150.0276,38.9,1.6,ml,,,,0.43,ak,ak20523821,2018-12-20T12:09:10.019Z,"16km NNW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-20T11:50:44.732Z,60.9479,-151.0756,63.5,1.9,ml,,,,0.55,ak,ak20523814,2018-12-20T11:55:56.756Z,"30km NNE of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-12-20T11:50:16.770Z,33.4261667,-116.6843333,13.52,0.9,ml,49,54,0.04709,0.17,ci,ci38400664,2018-12-20T17:33:44.565Z,"14km S of Anza, CA",earthquake,0.18,0.38,0.145,21,reviewed,ci,ci
2018-12-20T11:49:47.060Z,39.1851,74.7205,10,4.6,mb,,62,2.281,0.92,us,us2000ivb7,2018-12-20T12:07:13.040Z,"102km ENE of Karakul, Tajikistan",earthquake,4.6,1.8,0.094,34,reviewed,us,us
2018-12-20T11:49:31.241Z,61.4663,-149.9284,33.2,1.9,ml,,,,0.73,ak,ak20523810,2018-12-20T11:52:35.148Z,"6km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-12-20T11:47:56.531Z,63.0193,-150.6359,4.9,2.2,ml,,,,1.04,ak,ak20523807,2018-12-20T11:55:57.059Z,"82km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-20T11:40:43.770Z,33.4333333,-116.676,12.01,0.35,ml,11,155,0.0585,0.07,ci,ci38400656,2018-12-20T14:23:34.556Z,"14km S of Anza, CA",earthquake,0.36,0.63,0.074,7,reviewed,ci,ci
2018-12-20T11:37:02.540Z,33.4383333,-116.6821667,14.8,0.48,ml,15,149,0.05452,0.19,ci,ci38400648,2018-12-20T14:23:51.822Z,"13km S of Anza, CA",earthquake,0.53,0.92,0.128,10,reviewed,ci,ci
2018-12-20T11:29:22.467Z,61.2249,-149.9051,35.8,2.5,ml,,,,0.64,ak,ak20523793,2018-12-20T11:41:11.800Z,"0km NNW of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-12-20T11:26:24.406Z,61.4221,-149.98,11,2.6,ml,,,,0.9,ak,ak20523785,2018-12-20T11:35:00.162Z,"11km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T11:24:33.540Z,36.3113333,-89.5321667,9.31,1.56,md,22,46,0.03083,0.06,nm,nm60222417,2018-12-20T14:06:54.840Z,"6km NW of Ridgely, Tennessee",earthquake,0.18,0.36,0.052,12,reviewed,nm,nm
2018-12-20T11:24:30.470Z,33.4336667,-116.6791667,13.34,0.63,ml,27,57,0.05857,0.13,ci,ci38400640,2018-12-20T14:25:00.380Z,"14km S of Anza, CA",earthquake,0.23,0.56,0.184,20,reviewed,ci,ci
2018-12-20T11:22:03.098Z,61.3793,-150.1132,39,1.2,ml,,,,0.59,ak,ak20523763,2018-12-20T11:25:16.274Z,"17km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-12-20T11:21:44.830Z,33.4215,-116.6965,11.86,2.64,ml,116,18,0.05773,0.19,ci,ci38400632,2018-12-20T20:37:41.424Z,"15km S of Anza, CA",earthquake,0.11,0.29,0.139,148,reviewed,ci,ci
2018-12-20T11:13:41.500Z,61.4441,-149.9331,36.4,1.6,ml,,,,0.71,ak,ak20523756,2018-12-20T11:18:04.546Z,"8km S of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2018-12-20T11:08:11.680Z,39.1005,74.7699,8.01,5.1,mww,,54,2.332,1.04,us,us2000ivaw,2018-12-20T11:23:26.040Z,"105km E of Karakul, Tajikistan",earthquake,6.5,4.4,0.073,18,reviewed,us,us
2018-12-20T11:03:15.530Z,36.6188316,-121.2253342,4.54,2.07,md,22,132,0.05223,0.06,nc,nc73124586,2018-12-20T11:22:03.311Z,"12km NW of Pinnacles, CA",earthquake,0.28,0.71,0.21,19,automatic,nc,nc
2018-12-20T10:54:56.422Z,61.4592,-150.0386,38.3,1.5,ml,,,,0.45,ak,ak20523754,2018-12-20T10:58:10.058Z,"8km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-12-20T10:42:25.540Z,61.3927,-150.0502,34,1.5,ml,,,,0.31,ak,ak20523752,2018-12-20T10:44:57.126Z,"15km SSW of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-12-20T10:29:50.023Z,67.2132,-143.1779,4.7,1.9,ml,,,,0.98,ak,ak20523747,2018-12-20T10:43:16.514Z,"116km NE of Fort Yukon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-20T10:24:00.770Z,33.7823333,-116.0566667,1.78,1.2,ml,43,112,0.1325,0.17,ci,ci38400624,2018-12-20T17:01:26.523Z,"16km NE of Coachella, CA",earthquake,0.17,0.3,0.16,25,reviewed,ci,ci
2018-12-20T10:10:49.620Z,38.821,-111.4583333,4.03,1.4,md,7,97,0.04909,0.18,uu,uu60307647,2018-12-20T21:03:55.080Z,"38km ESE of Salina, Utah",earthquake,0.66,2.8,0.297,5,reviewed,uu,uu
2018-12-20T09:44:11.181Z,61.2888,-152.0754,104.7,2.1,ml,,,,0.75,ak,ak20523725,2018-12-20T09:50:15.575Z,"79km NNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-12-20T09:34:39.856Z,61.3755,-149.9027,44.9,1.6,ml,,,,0.97,ak,ak20523723,2018-12-20T09:39:03.106Z,"16km S of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-12-20T09:11:11.200Z,19.4161667,-155.2781667,-0.31,1.98,ml,25,56,0.005791,0.1,hv,hv70739266,2018-12-20T19:11:20.820Z,"4km WSW of Volcano, Hawaii",earthquake,0.1,0.13,0.158,10,reviewed,hv,hv
2018-12-20T09:06:55.390Z,18.8455,-64.6158,39,3.48,md,15,337,1.4195,0.35,pr,pr2018354007,2018-12-20T11:51:14.168Z,"47km N of Road Town, British Virgin Islands",earthquake,2.89,16.92,0.16,11,reviewed,pr,pr
2018-12-20T09:04:18.060Z,32.0145,-115.7563333,8.04,1.68,ml,16,195,0.1631,0.14,ci,ci38400616,2018-12-20T18:41:38.068Z,"60km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.45,0.76,0.219,11,reviewed,ci,ci
2018-12-20T09:02:12.280Z,33.9373333,-118.264,9.75,1.59,ml,61,34,0.01338,0.26,ci,ci38400608,2018-12-20T16:50:05.574Z,"2km NNW of Willowbrook, CA",earthquake,0.22,0.48,0.203,53,reviewed,ci,ci
2018-12-20T08:52:56.840Z,-19.3315,-63.9631,19.5,5,mb,,28,4.945,1.19,us,us2000ivae,2018-12-20T09:16:43.040Z,"35km E of Padilla, Bolivia",earthquake,7.2,4.4,0.047,146,reviewed,us,us
2018-12-20T08:52:36.170Z,12.0911,-87.7352,38.77,4.5,mb,,150,0.899,0.56,us,us2000ivaf,2018-12-20T09:09:02.040Z,"74km SW of Corinto, Nicaragua",earthquake,4.6,9.3,0.062,75,reviewed,us,us
2018-12-20T08:37:35.480Z,61.4924,-149.8792,33.7,1.7,ml,,,,0.63,ak,ak20523710,2018-12-20T08:48:32.838Z,"5km SE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T08:37:28.130Z,33.2308333,-116.0971667,9.11,0.96,ml,46,51,0.09557,0.19,ci,ci38400592,2018-12-20T16:30:09.295Z,"10km NNE of Ocotillo Wells, CA",earthquake,0.2,0.59,0.152,17,reviewed,ci,ci
2018-12-20T08:34:12.551Z,61.4758,-149.9232,44.1,1.6,ml,,,,0.52,ak,ak20523698,2018-12-20T08:37:49.608Z,"5km SSE of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-12-20T08:30:43.664Z,61.4494,-149.9833,34.5,2,ml,,,,0.51,ak,ak20523695,2018-12-20T08:35:08.790Z,"8km S of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-12-20T08:23:27.950Z,59.359,-153.429,-0.61,0.14,ml,7,181,0.008815,0.09,av,av70817119,2018-12-20T21:41:05.660Z,"94km ESE of Old Iliamna, Alaska",earthquake,0.18,0.46,0.297,7,reviewed,av,av
2018-12-20T08:22:31.930Z,38.7394981,-122.725502,1.41,1.24,md,8,186,0.01989,0.03,nc,nc73124576,2018-12-20T09:11:03.393Z,"5km SW of Anderson Springs, CA",earthquake,0.51,0.92,0.06,3,automatic,nc,nc
2018-12-20T08:19:20.420Z,33.4985,-116.7935,4.67,0.09,ml,19,109,0.01497,0.09,ci,ci38400584,2018-12-20T18:32:17.602Z,"9km NE of Aguanga, CA",earthquake,0.17,0.18,0.121,5,reviewed,ci,ci
2018-12-20T08:16:47.539Z,38.3757,-115.851,0,1.5,ml,7,243.03,0.21,0.2421,nn,nn00670916,2018-12-20T18:40:01.258Z,"49km ENE of Warm Springs, Nevada",earthquake,,0,0.21,3,reviewed,nn,nn
2018-12-20T08:10:11.330Z,38.8313332,-122.8116684,1.78,0.45,md,10,87,0.008024,0.01,nc,nc73124571,2018-12-20T08:45:04.236Z,"8km NW of The Geysers, CA",earthquake,0.4,0.52,,1,automatic,nc,nc
2018-12-20T08:07:35.658Z,61.6146,-150.9467,75,1.4,ml,,,,0.58,ak,ak20523693,2018-12-20T08:10:43.418Z,"50km WSW of Willow, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-20T08:02:18.030Z,38.825,-111.4571667,5.9,1.34,md,5,189,0.052,0.12,uu,uu60307642,2018-12-20T20:57:42.140Z,"37km ESE of Salina, Utah",earthquake,2,4.5,0.235,4,reviewed,uu,uu
2018-12-20T07:56:53.377Z,61.407,-150.0528,34.5,1.9,ml,,,,0.48,ak,ak20523690,2018-12-20T08:05:02.027Z,"13km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T07:48:25.080Z,34.0001667,-118.0135,7.04,1.49,ml,36,55,0.000794,0.2,ci,ci38400576,2018-12-20T18:23:41.650Z,"3km NE of Whittier, CA",earthquake,0.23,0.38,0.155,57,reviewed,ci,ci
2018-12-20T07:48:24.770Z,33.9915,-118.0146667,11.18,1.54,ml,36,56,0.009491,0.23,ci,ci38400568,2018-12-20T16:21:24.980Z,"2km NE of Whittier, CA",earthquake,0.27,0.43,0.151,44,reviewed,ci,ci
2018-12-20T07:48:10.130Z,33.9961667,-118.0093333,9.06,1.44,ml,56,53,0.005813,0.2,ci,ci38400560,2018-12-20T16:21:50.697Z,"3km NE of Whittier, CA",earthquake,0.21,0.37,0.188,29,reviewed,ci,ci
2018-12-20T07:44:23.361Z,61.4089,-150.055,37,1.7,ml,,,,0.66,ak,ak20523684,2018-12-20T07:55:29.267Z,"13km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-12-20T07:37:41.048Z,61.4397,-150.0515,40.6,1.5,ml,,,,0.4,ak,ak20523674,2018-12-20T07:43:06.016Z,"10km SSW of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-12-20T07:27:45.228Z,63.254,-145.3142,3,2.3,ml,,,,0.88,ak,ak20523668,2018-12-20T07:39:14.625Z,"69km S of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T07:24:38.230Z,-4.8527,144.9169,118.26,4.9,mb,,44,3.71,1.01,us,us2000iva5,2018-12-20T07:41:04.040Z,"105km WNW of Madang, Papua New Guinea",earthquake,7.1,5.9,0.08,49,reviewed,us,us
2018-12-20T07:24:22.000Z,33.4951667,-116.7895,4.99,0.26,ml,15,107,0.01941,0.09,ci,ci38400552,2018-12-20T18:10:56.944Z,"9km NE of Aguanga, CA",earthquake,0.21,0.4,0.212,3,reviewed,ci,ci
2018-12-20T07:23:30.780Z,33.4895,-116.7928333,4.72,1.49,ml,60,36,0.02366,0.2,ci,ci38400544,2018-12-20T14:26:05.300Z,"8km NE of Aguanga, CA",earthquake,0.16,0.43,0.169,27,reviewed,ci,ci
2018-12-20T07:20:55.423Z,64.8543,-147.2919,15,1.4,ml,,,,0.54,ak,ak20523666,2018-12-20T07:25:00.675Z,"11km NNE of North Pole, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T07:19:07.990Z,33.0368333,-116.4121667,11.7,0.8,ml,18,75,0.1447,0.16,ci,ci38400536,2018-12-20T14:25:45.279Z,"18km ESE of Julian, CA",earthquake,0.34,1.11,0.152,11,reviewed,ci,ci
2018-12-20T07:18:04.230Z,51.8003333,-178.8455,4.56,0.5,mh,5,214,0.0236,0.05,av,av61867931,2018-12-20T21:23:00.460Z,"49km W of Tanaga Volcano, Alaska",earthquake,0.41,0.59,,0,reviewed,av,av
2018-12-20T07:17:13.140Z,51.8003333,-178.8478333,4.58,0.42,ml,5,220,0.02322,0.08,av,av61867926,2018-12-20T21:18:38.270Z,"49km W of Tanaga Volcano, Alaska",earthquake,0.45,0.67,,1,reviewed,av,av
2018-12-20T07:16:09.640Z,51.8003333,-178.8435,4.68,0.39,ml,5,210,0.02399,0.05,av,av61867921,2018-12-20T21:17:01.250Z,"49km W of Tanaga Volcano, Alaska",earthquake,0.44,0.61,,1,reviewed,av,av
2018-12-20T07:14:29.800Z,51.7991667,-178.8523333,4.2,0.49,ml,5,227,0.02156,0.06,av,av70817114,2018-12-20T21:14:57.730Z,"49km W of Tanaga Volcano, Alaska",earthquake,0.46,0.59,0.202,3,reviewed,av,av
2018-12-20T07:14:23.140Z,51.7895,-178.8336667,4.3,0.27,ml,5,159,0.01845,0.04,av,av61867916,2018-12-20T21:11:43.020Z,"48km WSW of Tanaga Volcano, Alaska",earthquake,0.37,0.63,0.146,4,reviewed,av,av
2018-12-20T07:08:10.449Z,61.4324,-150.1108,16.9,3,ml,,,,0.99,ak,ak20523651,2018-12-20T16:31:17.482Z,"8km WSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-20T07:07:17.110Z,44.7481667,-110.9206667,7.45,0.27,md,8,101,0.06193,0.14,uu,uu60307637,2018-12-20T20:55:05.710Z,"17km ENE of West Yellowstone, Montana",earthquake,0.39,1.14,0.145,4,reviewed,uu,uu
2018-12-20T07:04:08.433Z,61.4305,-150.0136,17.8,2.3,ml,,,,0.9,ak,ak20523643,2018-12-20T07:08:24.892Z,"10km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-20T07:03:59.315Z,61.4995,-150.0605,47.8,2.4,ml,,,,1,ak,ak20523644,2018-12-20T08:14:29.058Z,"6km WSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-12-20T07:01:57.230Z,52.0655,-175.9946667,3.5,0.3,ml,4,295,0.04575,0.04,av,av61867906,2018-12-20T21:06:56.680Z,"50km ENE of Adak, Alaska",earthquake,0.71,1.07,0.253,4,reviewed,av,av
2018-12-20T06:57:08.520Z,33.5073333,-116.7998333,4.41,0.39,ml,28,47,0.005042,0.11,ci,ci38400528,2018-12-20T15:51:18.172Z,"9km NE of Aguanga, CA",earthquake,0.14,0.22,0.098,13,reviewed,ci,ci
2018-12-20T06:48:33.706Z,62.2843,-150.0582,0,2.3,ml,,,,0.91,ak,ak20523638,2018-12-20T21:07:28.957Z,"5km SSE of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T06:46:26.100Z,33.7856667,-116.0581667,0.62,1.63,ml,39,50,0.1356,0.21,ci,ci38400520,2018-12-20T14:27:13.780Z,"16km NE of Coachella, CA",earthquake,0.28,0.7,0.182,25,reviewed,ci,ci
2018-12-20T06:44:41.710Z,33.5165,-116.792,4.12,0.6,ml,28,56,0.008101,0.18,ci,ci38400512,2018-12-20T14:26:19.329Z,"11km NE of Aguanga, CA",earthquake,0.25,0.51,0.083,19,reviewed,ci,ci
2018-12-20T06:43:53.570Z,19.3086667,-155.0606667,41.04,1.98,md,44,207,0.06849,0.12,hv,hv70739171,2018-12-20T20:55:28.900Z,"22km S of Fern Acres, Hawaii",earthquake,0.7,0.44,0.164,21,reviewed,hv,hv
2018-12-20T06:41:52.450Z,38.8213348,-122.7863312,1.42,1.31,md,12,89,0.01574,0.02,nc,nc73124561,2018-12-20T07:47:02.919Z,"6km W of Cobb, CA",earthquake,0.31,0.45,0.28,3,automatic,nc,nc
2018-12-20T06:38:42.060Z,38.8219986,-122.7870026,1.32,1.89,md,26,46,0.0158,0.04,nc,nc73124556,2018-12-20T07:21:04.766Z,"6km W of Cobb, CA",earthquake,0.18,0.36,0.1,8,automatic,nc,nc
2018-12-20T06:37:39.151Z,61.7258,-149.7649,17.2,1.5,ml,,,,0.36,ak,ak20523633,2018-12-20T06:48:39.724Z,"11km NNE of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-20T06:34:25.030Z,40.6105,28.972,10,4.4,mb,,50,1.348,0.58,us,us2000iv9d,2018-12-20T20:09:43.299Z,"5km WSW of Kocadere, Turkey",earthquake,5.2,1.9,0.123,19,reviewed,us,us
2018-12-20T06:34:23.220Z,19.344,-155.1131667,6.52,2.16,ml,31,137,0.04131,0.1,hv,hv70739161,2018-12-20T19:03:45.850Z,"16km SE of Volcano, Hawaii",earthquake,0.38,0.61,0.099,24,reviewed,hv,hv
2018-12-20T06:32:57.528Z,59.9702,-152.4965,80.7,2,ml,,,,0.77,ak,ak20523629,2018-12-20T06:45:58.888Z,"43km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-12-20T06:27:52.800Z,18.1048,-68.0866,99,2.73,md,5,338,1.0406,0.22,pr,pr2018354006,2018-12-20T07:52:13.040Z,"54km SE of Boca de Yuma, Dominican Republic",earthquake,6.54,5.93,0.35,4,reviewed,pr,pr
